evaluation_id,timestamp,generation,gate_number,metric_name,metric_value,threshold,passed,n_samples,notes
131,2026-09-01 22:14:01,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
132,2026-09-01 22:14:01,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
133,2026-09-01 22:16:27,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
134,2026-09-01 22:16:27,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
135,2026-09-01 22:16:27,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
136,2026-09-01 22:16:27,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
137,2026-09-01 22:16:27,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
138,2026-09-01 22:16:27,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
139,2026-09-01 22:16:27,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
140,2026-09-01 22:16:27,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
141,2026-09-01 22:16:27,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
142,2026-09-01 22:16:27,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
143,2026-09-01 22:16:27,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
144,2026-09-01 22:16:27,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
145,2026-09-01 22:16:27,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
146,2026-09-01 22:16:27,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
147,2026-09-01 22:22:00,v1-ood-generalization-reduced_rf,0,ood_family_holdout_accuracy,0.36538461538461536,0.4666666666666667,0,312,"mean_regret=+33.1 vs ID mean_regret=+32.9, 3-fold family holdout (docs.md §22), regret_collapse=False"
148,2026-09-01 22:22:00,v1-ood-generalization-zc_jacobcov,0,ood_family_holdout_accuracy,0.4519230769230769,0.4666666666666667,0,312,"mean_regret=+19.6 vs ID mean_regret=+14.6, 3-fold family holdout (docs.md §22), regret_collapse=False"
149,2026-09-01 22:25:08,v1-ood-generalization-reduced_rf,0,ood_family_holdout_accuracy,0.36538461538461536,0.4666666666666667,0,312,"mean_regret=+33.1 (worst_fold_regret=+73.6) vs ID mean_regret=+32.9, 3-fold family holdout (docs.md §22), regret_collapse_on_worst_fold=True"
150,2026-09-01 22:25:08,v1-ood-generalization-zc_jacobcov,0,ood_family_holdout_accuracy,0.4519230769230769,0.4666666666666667,0,312,"mean_regret=+19.6 (worst_fold_regret=+31.7) vs ID mean_regret=+14.6, 3-fold family holdout (docs.md §22), regret_collapse_on_worst_fold=True"
151,2026-09-01 22:31:24,v1-lr-prediction,1,spearman_rho_best_single_feature_gradient_norm_vs_log_best_lr,-0.7255661796085424,0.7,1,12,"p=0.007564, LR grid=[0.001, 0.003, 0.01, 0.02, 0.05, 0.1, 0.2], init=orthogonal fixed, cross-task regression design (not the invalid within-task PURE-mode ranking gate1_ranking.py's docstring flags for optimizer)"
152,2026-09-01 22:33:58,v1-lr-prediction,1,spearman_rho_best_single_feature_task.target_variance_vs_log_best_lr,-0.4166851704679894,0.7,0,40,"p=0.007481, LR grid=[0.001, 0.003, 0.01, 0.02, 0.05, 0.1, 0.2], init=orthogonal fixed, cross-task regression design (not the invalid within-task PURE-mode ranking gate1_ranking.py's docstring flags for optimizer)"
153,2026-09-01 22:36:07,v1-lr-prediction,1,spearman_rho_best_single_feature_task.target_variance_vs_log_best_lr,-0.4166851704679894,0.7,0,40,"p=0.007481, LR grid=[0.001, 0.003, 0.01, 0.02, 0.05, 0.1, 0.2], init=orthogonal fixed, cross-task regression design (not the invalid within-task PURE-mode ranking gate1_ranking.py's docstring flags for optimizer)"
154,2026-09-02 07:09:16,v1-learned-combination,1,spearman_rho_ridge_loto_cv_combined_vs_steps,0.504216879887646,0.7,0,36,"Leave-One-Task-Out CV Ridge regression on 11 zero-cost proxies, p=0.00172, in_sample_rho=+0.845 (overfitting reference only), beats_best_single_proxy=False"
155,2026-09-02 07:10:47,v1-trainability-engine-at-scale,1,spearman_rho_gradient_norm_vs_steps_full_scale,0.5398950415558994,0.7,0,936,"full meta-dataset re-check (312 tasks) of gate1_ranking.py's original n=36 (12-task) result; no new training runs, same controlled design (§21)"
156,2026-09-02 07:13:54,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
157,2026-09-02 07:13:54,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
158,2026-09-02 07:13:54,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
159,2026-09-02 07:13:54,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
160,2026-09-02 07:13:54,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
161,2026-09-02 07:13:54,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
162,2026-09-02 07:13:54,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
163,2026-09-02 07:13:54,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
164,2026-09-02 07:13:54,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
165,2026-09-02 07:13:54,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
166,2026-09-02 07:13:54,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
167,2026-09-02 07:13:54,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
168,2026-09-02 07:13:54,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
169,2026-09-02 07:13:54,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
170,2026-09-02 07:13:54,v1-meta-predictor-zc_gradnorm,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
171,2026-09-02 07:13:54,v1-meta-predictor-zc_gradnorm,2,mean_regret_steps_to_threshold,43.666666666666664,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.19%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
172,2026-09-02 07:36:39,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
173,2026-09-02 07:36:39,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
174,2026-09-02 07:36:39,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
175,2026-09-02 07:36:39,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
176,2026-09-02 07:36:39,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
177,2026-09-02 07:36:39,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
178,2026-09-02 07:36:39,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
179,2026-09-02 07:36:39,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
180,2026-09-02 07:36:39,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
181,2026-09-02 07:36:39,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
182,2026-09-02 07:36:39,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
183,2026-09-02 07:36:39,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
184,2026-09-02 07:36:39,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
185,2026-09-02 07:36:39,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
186,2026-09-02 07:36:39,v1-meta-predictor-zc_gradnorm,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
187,2026-09-02 07:36:39,v1-meta-predictor-zc_gradnorm,2,mean_regret_steps_to_threshold,43.666666666666664,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.19%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
188,2026-09-02 07:36:39,v1-meta-predictor-zc_jacobcov_avg,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
189,2026-09-02 07:36:39,v1-meta-predictor-zc_jacobcov_avg,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
190,2026-09-02 07:41:33,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
191,2026-09-02 07:41:33,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
192,2026-09-02 07:41:33,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
193,2026-09-02 07:41:33,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
194,2026-09-02 07:41:33,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
195,2026-09-02 07:41:33,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
196,2026-09-02 07:41:33,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
197,2026-09-02 07:41:33,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
198,2026-09-02 07:41:33,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
199,2026-09-02 07:41:33,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
200,2026-09-02 07:41:33,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
201,2026-09-02 07:41:33,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
202,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
203,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
204,2026-09-02 07:41:33,v1-meta-predictor-zc_gradnorm,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
205,2026-09-02 07:41:33,v1-meta-predictor-zc_gradnorm,2,mean_regret_steps_to_threshold,43.666666666666664,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.19%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
206,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov_avg,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
207,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov_avg,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
208,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov_tiebreak,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
209,2026-09-02 07:41:33,v1-meta-predictor-zc_jacobcov_tiebreak,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
210,2026-09-02 07:46:49,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
211,2026-09-02 07:46:49,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
212,2026-09-02 07:46:49,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
213,2026-09-02 07:46:49,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
214,2026-09-02 07:46:49,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
215,2026-09-02 07:46:49,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
216,2026-09-02 07:46:49,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
217,2026-09-02 07:46:49,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
218,2026-09-02 07:46:49,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
219,2026-09-02 07:46:49,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
220,2026-09-02 07:46:49,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
221,2026-09-02 07:46:49,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
222,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
223,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
224,2026-09-02 07:46:49,v1-meta-predictor-zc_gradnorm,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
225,2026-09-02 07:46:49,v1-meta-predictor-zc_gradnorm,2,mean_regret_steps_to_threshold,43.666666666666664,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.19%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
226,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_avg,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
227,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_avg,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
228,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_tiebreak,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
229,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_tiebreak,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
230,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_normtiebreak,2,top1_accuracy_init_method_adapted_recall_at_10,0.3333333333333333,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
231,2026-09-02 07:46:49,v1-meta-predictor-zc_jacobcov_normtiebreak,2,mean_regret_steps_to_threshold,47.666666666666664,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+33.72%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
232,2026-09-02 08:04:49,v1-scale-invariance-blindspot,0,fraction_proxies_blind_to_xavier_vs_he,0.2727272727272727,0.0,1,312,"blind_proxies=['jacob_cov', 'effective_rank', 'jacobian_condition_mean'], tie_threshold=5% mean relative difference"
233,2026-09-02 19:28:18,v1-trainability-engine-at-scale,1,spearman_rho_gradient_norm_vs_steps_full_scale,0.5398950415558994,0.7,0,936,"full meta-dataset re-check (312 tasks) of gate1_ranking.py's original n=36 (12-task) result; no new training runs, same controlled design (§21)"
234,2026-09-03 12:59:38,v1-probe-tiebreak,1,he_recall_probe_tiebreak,0.3,0.0,1,10,"raw_he_hits=0/10, tiebreak_he_hits=0/10, probe_he_hits=3/10, probe_steps=50, mean_probe_cost_steps=68.3, overhead_pct_of_mean_full_training=37.5"
