trial_id,timestamp,run_label,seed,arm,trial_number,learning_rate,init_method,steps_to_threshold
82,2026-09-01 13:51:04,gate3b_restricted_search,100,universal_restricted,11,0.07785058870653301,xavier,22.0
83,2026-09-01 13:51:04,gate3b_restricted_search,100,universal_restricted,12,0.0797234062203645,xavier,22.0
84,2026-09-01 13:51:04,gate3b_restricted_search,100,universal_restricted,13,0.017223705768801514,xavier,11.0
85,2026-09-01 13:51:04,gate3b_restricted_search,100,universal_restricted,14,0.01553710788150454,xavier,24.0
86,2026-09-01 13:51:05,gate3b_restricted_search,107,reference,0,0.004430375245218269,xavier,241.0
87,2026-09-01 13:51:05,gate3b_restricted_search,107,reference,1,0.0018662266976517971,orthogonal,405.0
88,2026-09-01 13:51:05,gate3b_restricted_search,107,reference,2,0.07780155576901421,he,242.0
89,2026-09-01 13:51:05,gate3b_restricted_search,107,reference,3,0.005059803874660437,xavier,241.0
90,2026-09-01 13:51:06,gate3b_restricted_search,107,reference,4,0.00011498870747119459,orthogonal,1600.0
91,2026-09-01 13:51:06,gate3b_restricted_search,107,reference,5,0.08626905220714905,xavier,283.0
92,2026-09-01 13:51:07,gate3b_restricted_search,107,reference,6,0.00022637229697395497,orthogonal,1600.0
93,2026-09-01 13:51:07,gate3b_restricted_search,107,reference,7,0.0036774346621052147,orthogonal,473.0
94,2026-09-01 13:51:08,gate3b_restricted_search,107,reference,8,0.0023358825194833557,orthogonal,405.0
95,2026-09-01 13:51:08,gate3b_restricted_search,107,reference,9,0.006859416411328701,he,431.0
96,2026-09-01 13:51:08,gate3b_restricted_search,107,reference,10,0.019907506982928588,xavier,202.0
97,2026-09-01 13:51:08,gate3b_restricted_search,107,reference,11,0.020814104803987817,xavier,202.0
98,2026-09-01 13:51:09,gate3b_restricted_search,107,reference,12,0.021644937500336026,xavier,202.0
99,2026-09-01 13:51:09,gate3b_restricted_search,107,reference,13,0.020527514539894275,xavier,202.0
100,2026-09-01 13:51:09,gate3b_restricted_search,107,reference,14,0.021178889448851296,xavier,202.0
101,2026-09-01 13:51:10,gate3b_restricted_search,107,reference,15,0.000694465168883101,xavier,1600.0
102,2026-09-01 13:51:10,gate3b_restricted_search,107,reference,16,0.011599421468819674,xavier,218.0
103,2026-09-01 13:51:10,gate3b_restricted_search,107,reference,17,0.0385998309482012,he,268.0
104,2026-09-01 13:51:10,gate3b_restricted_search,107,reference,18,0.042140601439425406,xavier,241.0
105,2026-09-01 13:51:10,gate3b_restricted_search,107,reference,19,0.010284672764162348,xavier,241.0
106,2026-09-01 13:51:11,gate3b_restricted_search,107,reference,20,0.0009712798508231742,he,1600.0
107,2026-09-01 13:51:11,gate3b_restricted_search,107,reference,21,0.019944093242273486,xavier,202.0
108,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,22,0.04589899866247784,xavier,241.0
109,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,23,0.011855144358031231,xavier,241.0
110,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,24,0.02590845460307929,xavier,190.0
111,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,25,0.03193756743358267,xavier,190.0
112,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,26,0.057016588368531226,xavier,206.0
113,2026-09-01 13:51:12,gate3b_restricted_search,107,reference,27,0.0339819586150318,xavier,203.0
114,2026-09-01 13:51:13,gate3b_restricted_search,107,reference,28,0.00927193030855733,xavier,241.0
115,2026-09-01 13:51:13,gate3b_restricted_search,107,reference,29,0.030204554500393124,he,241.0
116,2026-09-01 13:51:13,gate3b_restricted_search,107,reference,30,0.09865659655619732,xavier,206.0
117,2026-09-01 13:51:13,gate3b_restricted_search,107,reference,31,0.015629990826944176,xavier,241.0
118,2026-09-01 13:51:14,gate3b_restricted_search,107,reference,32,0.0071543984279531835,xavier,283.0
119,2026-09-01 13:51:14,gate3b_restricted_search,107,reference,33,0.06373313865499977,xavier,228.0
120,2026-09-01 13:51:14,gate3b_restricted_search,107,reference,34,0.02995304080114942,xavier,206.0
121,2026-09-01 13:51:14,gate3b_restricted_search,107,reference,35,0.014911200643495517,xavier,241.0
122,2026-09-01 13:51:14,gate3b_restricted_search,107,reference,36,0.004510708376699307,orthogonal,252.0
123,2026-09-01 13:51:15,gate3b_restricted_search,107,reference,37,0.06046857929349534,xavier,241.0
124,2026-09-01 13:51:15,gate3b_restricted_search,107,reference,38,0.027352146027408576,he,269.0
125,2026-09-01 13:51:15,gate3b_restricted_search,107,reference,39,0.007458594233272603,orthogonal,283.0
126,2026-09-01 13:51:15,gate3b_restricted_search,107,cold,0,0.0017826497151386949,xavier,530.0
127,2026-09-01 13:51:16,gate3b_restricted_search,107,cold,1,0.0002755926764027377,orthogonal,1600.0
128,2026-09-01 13:51:17,gate3b_restricted_search,107,cold,2,0.0015498955191377143,orthogonal,634.0
129,2026-09-01 13:51:17,gate3b_restricted_search,107,cold,3,0.00041054120168588934,xavier,1600.0
130,2026-09-01 13:51:18,gate3b_restricted_search,107,cold,4,0.001786135519762597,xavier,530.0
131,2026-09-01 13:51:18,gate3b_restricted_search,107,cold,5,0.025248390936171015,xavier,190.0
132,2026-09-01 13:51:18,gate3b_restricted_search,107,cold,6,0.04257625486011382,xavier,225.0
133,2026-09-01 13:51:19,gate3b_restricted_search,107,cold,7,0.0003232148147351276,xavier,1600.0
134,2026-09-01 13:51:20,gate3b_restricted_search,107,cold,8,0.07475987911298648,he,397.0
135,2026-09-01 13:51:20,gate3b_restricted_search,107,cold,9,0.011468398705751582,xavier,241.0
136,2026-09-01 13:51:20,gate3b_restricted_search,107,cold,10,0.014576193863035302,he,266.0
137,2026-09-01 13:51:20,gate3b_restricted_search,107,cold,11,0.0797234062203645,xavier,392.0
138,2026-09-01 13:51:21,gate3b_restricted_search,107,cold,12,0.018729908809075033,xavier,202.0
139,2026-09-01 13:51:21,gate3b_restricted_search,107,cold,13,0.016983851798071364,xavier,202.0
140,2026-09-01 13:51:21,gate3b_restricted_search,107,cold,14,0.007330807339450185,orthogonal,290.0
141,2026-09-01 13:51:21,gate3b_restricted_search,107,informed_restricted,0,0.0017826497151386949,xavier,530.0
142,2026-09-01 13:51:22,gate3b_restricted_search,107,informed_restricted,1,0.01448683388723935,xavier,202.0
143,2026-09-01 13:51:22,gate3b_restricted_search,107,informed_restricted,2,0.00010007903854383786,xavier,1600.0
144,2026-09-01 13:51:23,gate3b_restricted_search,107,informed_restricted,3,0.0008072307884499761,xavier,1600.0
145,2026-09-01 13:51:24,gate3b_restricted_search,107,informed_restricted,4,0.0002755926764027377,xavier,1600.0
146,2026-09-01 13:51:25,gate3b_restricted_search,107,informed_restricted,5,0.00018924123965722266,xavier,1600.0
147,2026-09-01 13:51:25,gate3b_restricted_search,107,informed_restricted,6,0.0003620600725744741,xavier,1600.0
148,2026-09-01 13:51:26,gate3b_restricted_search,107,informed_restricted,7,0.001088133500363589,xavier,670.0
149,2026-09-01 13:51:26,gate3b_restricted_search,107,informed_restricted,8,0.0015498955191377143,xavier,624.0
150,2026-09-01 13:51:27,gate3b_restricted_search,107,informed_restricted,9,0.00413475900783472,xavier,241.0
151,2026-09-01 13:51:27,gate3b_restricted_search,107,informed_restricted,10,0.09290791998691832,xavier,568.0
152,2026-09-01 13:51:27,gate3b_restricted_search,107,informed_restricted,11,0.011930383561222451,xavier,126.0
153,2026-09-01 13:51:27,gate3b_restricted_search,107,informed_restricted,12,0.016535107145461723,xavier,190.0
154,2026-09-01 13:51:28,gate3b_restricted_search,107,informed_restricted,13,0.01416591916805599,xavier,202.0
155,2026-09-01 13:51:28,gate3b_restricted_search,107,informed_restricted,14,0.01553710788150454,xavier,241.0
156,2026-09-01 13:51:28,gate3b_restricted_search,107,universal_restricted,0,0.0017826497151386949,xavier,530.0
157,2026-09-01 13:51:28,gate3b_restricted_search,107,universal_restricted,1,0.01448683388723935,xavier,202.0
158,2026-09-01 13:51:29,gate3b_restricted_search,107,universal_restricted,2,0.00010007903854383786,xavier,1600.0
159,2026-09-01 13:51:30,gate3b_restricted_search,107,universal_restricted,3,0.0008072307884499761,xavier,1600.0
160,2026-09-01 13:51:30,gate3b_restricted_search,107,universal_restricted,4,0.0002755926764027377,xavier,1600.0
161,2026-09-01 13:51:31,gate3b_restricted_search,107,universal_restricted,5,0.00018924123965722266,xavier,1600.0
162,2026-09-01 13:51:32,gate3b_restricted_search,107,universal_restricted,6,0.0003620600725744741,xavier,1600.0
163,2026-09-01 13:51:32,gate3b_restricted_search,107,universal_restricted,7,0.001088133500363589,xavier,670.0
164,2026-09-01 13:51:33,gate3b_restricted_search,107,universal_restricted,8,0.0015498955191377143,xavier,624.0
165,2026-09-01 13:51:33,gate3b_restricted_search,107,universal_restricted,9,0.00413475900783472,xavier,241.0
166,2026-09-01 13:51:33,gate3b_restricted_search,107,universal_restricted,10,0.09290791998691832,xavier,568.0
167,2026-09-01 13:51:34,gate3b_restricted_search,107,universal_restricted,11,0.011930383561222451,xavier,126.0
168,2026-09-01 13:51:34,gate3b_restricted_search,107,universal_restricted,12,0.016535107145461723,xavier,190.0
169,2026-09-01 13:51:34,gate3b_restricted_search,107,universal_restricted,13,0.01416591916805599,xavier,202.0
170,2026-09-01 13:51:34,gate3b_restricted_search,107,universal_restricted,14,0.01553710788150454,xavier,241.0
171,2026-09-01 13:51:35,gate3b_restricted_search,120,reference,0,0.004430375245218269,xavier,372.0
172,2026-09-01 13:51:35,gate3b_restricted_search,120,reference,1,0.0018662266976517971,orthogonal,784.0
173,2026-09-01 13:51:36,gate3b_restricted_search,120,reference,2,0.07780155576901421,he,1600.0
174,2026-09-01 13:51:36,gate3b_restricted_search,120,reference,3,0.005059803874660437,xavier,372.0
175,2026-09-01 13:51:37,gate3b_restricted_search,120,reference,4,0.00011498870747119459,orthogonal,1600.0
176,2026-09-01 13:51:38,gate3b_restricted_search,120,reference,5,0.08626905220714905,xavier,1600.0
177,2026-09-01 13:51:38,gate3b_restricted_search,120,reference,6,0.00022637229697395497,orthogonal,1600.0
178,2026-09-01 13:51:39,gate3b_restricted_search,120,reference,7,0.0036774346621052147,orthogonal,478.0
179,2026-09-01 13:51:39,gate3b_restricted_search,120,reference,8,0.0023358825194833557,orthogonal,705.0
180,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,9,0.006859416411328701,he,478.0
181,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,10,0.019907506982928588,xavier,246.0
182,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,11,0.020814104803987817,xavier,171.0
183,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,12,0.021644937500336026,xavier,171.0
184,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,13,0.020527514539894275,xavier,171.0
185,2026-09-01 13:51:40,gate3b_restricted_search,120,reference,14,0.023517792775518732,xavier,322.0
186,2026-09-01 13:51:41,gate3b_restricted_search,120,reference,15,0.0007200507999485324,xavier,1600.0
187,2026-09-01 13:51:41,gate3b_restricted_search,120,reference,16,0.011956651216611665,xavier,288.0
188,2026-09-01 13:51:42,gate3b_restricted_search,120,reference,17,0.039274142660819314,he,413.0
189,2026-09-01 13:51:42,gate3b_restricted_search,120,reference,18,0.042933318316338925,xavier,410.0
190,2026-09-01 13:51:42,gate3b_restricted_search,120,reference,19,0.010566903295943383,xavier,269.0
191,2026-09-01 13:51:43,gate3b_restricted_search,120,reference,20,0.0009712798508231742,he,1600.0
192,2026-09-01 13:51:43,gate3b_restricted_search,120,reference,21,0.019944093242273486,xavier,171.0
193,2026-09-01 13:51:44,gate3b_restricted_search,120,reference,22,0.044708758043391646,xavier,438.0
194,2026-09-01 13:51:44,gate3b_restricted_search,120,reference,23,0.011376812855038037,xavier,288.0
195,2026-09-01 13:51:44,gate3b_restricted_search,120,reference,24,0.02657780945390756,xavier,542.0
196,2026-09-01 13:51:44,gate3b_restricted_search,120,reference,25,0.009556862300157886,xavier,288.0
197,2026-09-01 13:51:45,gate3b_restricted_search,120,reference,26,0.05305293327477427,xavier,412.0
198,2026-09-01 13:51:45,gate3b_restricted_search,120,reference,27,0.014556060502134741,xavier,314.0
199,2026-09-01 13:51:45,gate3b_restricted_search,120,reference,28,0.030725924576584445,he,321.0
200,2026-09-01 13:51:46,gate3b_restricted_search,120,reference,29,0.005978596278499503,xavier,456.0
201,2026-09-01 13:51:46,gate3b_restricted_search,120,reference,30,0.0030362340943985407,xavier,314.0
202,2026-09-01 13:51:46,gate3b_restricted_search,120,reference,31,0.019204792096438612,xavier,303.0
203,2026-09-01 13:51:47,gate3b_restricted_search,120,reference,32,0.01722023970227948,xavier,258.0
204,2026-09-01 13:51:47,gate3b_restricted_search,120,reference,33,0.06408552012246488,xavier,1600.0
205,2026-09-01 13:51:47,gate3b_restricted_search,120,reference,34,0.008026246572120123,xavier,288.0
206,2026-09-01 13:51:48,gate3b_restricted_search,120,reference,35,0.030807203515186312,xavier,171.0
207,2026-09-01 13:51:48,gate3b_restricted_search,120,reference,36,0.0973491504912118,orthogonal,1600.0
208,2026-09-01 13:51:49,gate3b_restricted_search,120,reference,37,0.038729200008692816,xavier,321.0
209,2026-09-01 13:51:49,gate3b_restricted_search,120,reference,38,0.03250534176746877,he,529.0
210,2026-09-01 13:51:50,gate3b_restricted_search,120,reference,39,0.07037073705346024,orthogonal,392.0
211,2026-09-01 13:51:50,gate3b_restricted_search,120,cold,0,0.0017826497151386949,xavier,1600.0
212,2026-09-01 13:51:51,gate3b_restricted_search,120,cold,1,0.0002755926764027377,orthogonal,1600.0
213,2026-09-01 13:51:52,gate3b_restricted_search,120,cold,2,0.0015498955191377143,orthogonal,1600.0
214,2026-09-01 13:51:53,gate3b_restricted_search,120,cold,3,0.00041054120168588934,xavier,1600.0
215,2026-09-01 13:51:53,gate3b_restricted_search,120,cold,4,0.001786135519762597,xavier,1600.0
216,2026-09-01 13:51:54,gate3b_restricted_search,120,cold,5,0.025248390936171015,xavier,322.0
217,2026-09-01 13:51:54,gate3b_restricted_search,120,cold,6,0.04257625486011382,xavier,195.0
218,2026-09-01 13:51:55,gate3b_restricted_search,120,cold,7,0.0003232148147351276,xavier,1600.0
219,2026-09-01 13:51:55,gate3b_restricted_search,120,cold,8,0.07475987911298648,he,1600.0
220,2026-09-01 13:51:55,gate3b_restricted_search,120,cold,9,0.011468398705751582,xavier,288.0
221,2026-09-01 13:51:56,gate3b_restricted_search,120,cold,10,0.09344501034181055,he,1600.0
222,2026-09-01 13:51:56,gate3b_restricted_search,120,cold,11,0.010686274357222558,xavier,269.0
223,2026-09-01 13:51:57,gate3b_restricted_search,120,cold,12,0.010436194123643504,xavier,288.0
224,2026-09-01 13:51:57,gate3b_restricted_search,120,cold,13,0.02273633968446975,xavier,171.0
225,2026-09-01 13:51:57,gate3b_restricted_search,120,cold,14,0.029613507757859068,orthogonal,258.0
226,2026-09-01 13:51:58,gate3b_restricted_search,120,informed_restricted,0,0.0017826497151386949,xavier,1600.0
227,2026-09-01 13:51:58,gate3b_restricted_search,120,informed_restricted,1,0.01448683388723935,xavier,280.0
228,2026-09-01 13:51:59,gate3b_restricted_search,120,informed_restricted,2,0.00010007903854383786,xavier,1600.0
229,2026-09-01 13:51:59,gate3b_restricted_search,120,informed_restricted,3,0.0008072307884499761,xavier,1600.0
230,2026-09-01 13:52:00,gate3b_restricted_search,120,informed_restricted,4,0.0002755926764027377,xavier,1600.0
231,2026-09-01 13:52:01,gate3b_restricted_search,120,informed_restricted,5,0.00018924123965722266,xavier,1600.0
232,2026-09-01 13:52:02,gate3b_restricted_search,120,informed_restricted,6,0.0003620600725744741,xavier,1600.0
233,2026-09-01 13:52:02,gate3b_restricted_search,120,informed_restricted,7,0.001088133500363589,xavier,1600.0
234,2026-09-01 13:52:03,gate3b_restricted_search,120,informed_restricted,8,0.0015498955191377143,xavier,1600.0
235,2026-09-01 13:52:03,gate3b_restricted_search,120,informed_restricted,9,0.00413475900783472,xavier,372.0
236,2026-09-01 13:52:04,gate3b_restricted_search,120,informed_restricted,10,0.09290791998691832,xavier,777.0
237,2026-09-01 13:52:04,gate3b_restricted_search,120,informed_restricted,11,0.011930383561222451,xavier,288.0
238,2026-09-01 13:52:04,gate3b_restricted_search,120,informed_restricted,12,0.016535107145461723,xavier,189.0
239,2026-09-01 13:52:04,gate3b_restricted_search,120,informed_restricted,13,0.022446911961699983,xavier,171.0
240,2026-09-01 13:52:05,gate3b_restricted_search,120,informed_restricted,14,0.05804656431752625,xavier,314.0
241,2026-09-01 13:52:05,gate3b_restricted_search,120,universal_restricted,0,0.0017826497151386949,xavier,1600.0
242,2026-09-01 13:52:06,gate3b_restricted_search,120,universal_restricted,1,0.01448683388723935,xavier,280.0
243,2026-09-01 13:52:06,gate3b_restricted_search,120,universal_restricted,2,0.00010007903854383786,xavier,1600.0
244,2026-09-01 13:52:07,gate3b_restricted_search,120,universal_restricted,3,0.0008072307884499761,xavier,1600.0
245,2026-09-01 13:52:08,gate3b_restricted_search,120,universal_restricted,4,0.0002755926764027377,xavier,1600.0
246,2026-09-01 13:52:08,gate3b_restricted_search,120,universal_restricted,5,0.00018924123965722266,xavier,1600.0
247,2026-09-01 13:52:09,gate3b_restricted_search,120,universal_restricted,6,0.0003620600725744741,xavier,1600.0
248,2026-09-01 13:52:09,gate3b_restricted_search,120,universal_restricted,7,0.001088133500363589,xavier,1600.0
249,2026-09-01 13:52:10,gate3b_restricted_search,120,universal_restricted,8,0.0015498955191377143,xavier,1600.0
250,2026-09-01 13:52:10,gate3b_restricted_search,120,universal_restricted,9,0.00413475900783472,xavier,372.0
251,2026-09-01 13:52:11,gate3b_restricted_search,120,universal_restricted,10,0.09290791998691832,xavier,777.0
252,2026-09-01 13:52:11,gate3b_restricted_search,120,universal_restricted,11,0.011930383561222451,xavier,288.0
253,2026-09-01 13:52:11,gate3b_restricted_search,120,universal_restricted,12,0.016535107145461723,xavier,189.0
254,2026-09-01 13:52:12,gate3b_restricted_search,120,universal_restricted,13,0.022446911961699983,xavier,171.0
255,2026-09-01 13:52:12,gate3b_restricted_search,120,universal_restricted,14,0.05804656431752625,xavier,314.0
256,2026-09-01 13:52:12,gate3b_restricted_search,131,reference,0,0.004430375245218269,xavier,129.0
257,2026-09-01 13:52:12,gate3b_restricted_search,131,reference,1,0.0018662266976517971,orthogonal,182.0
258,2026-09-01 13:52:12,gate3b_restricted_search,131,reference,2,0.07780155576901421,he,81.0
259,2026-09-01 13:52:13,gate3b_restricted_search,131,reference,3,0.005059803874660437,xavier,108.0
260,2026-09-01 13:52:13,gate3b_restricted_search,131,reference,4,0.00011498870747119459,orthogonal,1600.0
261,2026-09-01 13:52:13,gate3b_restricted_search,131,reference,5,0.08626905220714905,xavier,107.0
262,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,6,0.00022637229697395497,orthogonal,1600.0
263,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,7,0.0036774346621052147,orthogonal,132.0
264,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,8,0.0023358825194833557,orthogonal,184.0
265,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,9,0.006859416411328701,he,98.0
266,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,10,0.07156452541054531,he,81.0
267,2026-09-01 13:52:14,gate3b_restricted_search,131,reference,11,0.07216635702812188,he,81.0
268,2026-09-01 13:52:15,gate3b_restricted_search,131,reference,12,0.02542434762936629,he,67.0
